id	z	HR	HR.95L	HR.95H	pvalue
TRIP10	4.33708418222693	1.06564585948683	1.03546256996615	1.09670897894315	1.44385336089555e-05
FOLR1	4.18605780818396	1.02014716801381	1.01066397371639	1.02971934438284	2.83841087671419e-05
HAND1	3.98954486137928	1.03760395682893	1.01895659409199	1.05659257466845	6.62001983919429e-05
NGFR	3.92662485346201	1.16707280485343	1.08045377848035	1.26063600216586	8.6146184061514e-05
RSPO4	3.38445268918269	1.18161256156801	1.0727639774745	1.30150552681893	0.000713203088516315
GDI1	3.25846185135141	1.03280678389662	1.01294673203176	1.05305621621715	0.00112017936004525
TPM2	3.25205244552338	1.00126954287579	1.00050421529308	1.00203545588962	0.00114574878688382
SNCG	2.86651283483447	1.05588491566575	1.01734642176158	1.09588330118661	0.00415021330165211
SPAG4	2.85783232670156	1.09987496595925	1.03036041424751	1.17407940368842	0.00426545718793812
SRMS	2.85672709945738	1.05408236381894	1.0166714136608	1.09286994281991	0.00428033679432041
MIR200B	2.81281031641471	1.03676456332361	1.01100716243566	1.06317818478562	0.00491106116766605
SLC48A1	2.80471289862614	1.13728998910629	1.03950791522824	1.24427000542597	0.00503614161172258
PPP1R14A	2.71528548840098	1.01922685840069	1.00531170028827	1.03333462505953	0.00662186595536199
SLC39A14	-2.70489153113072	0.974618505294543	0.956630546980461	0.992944699352122	0.00683266962525838
CCDC8	2.64524775184396	1.1803691229123	1.0438956838505	1.33468438262484	0.00816311244773733
PCP4L1	2.57649751587533	1.05213089444305	1.0122344306164	1.09359984758414	0.00998069226539387
ESCO2	-2.36540579751044	0.830721206702756	0.712387581338288	0.968711051881713	0.0180103245428252
UBA7	2.36196288156683	1.03352326120118	1.00562778443164	1.06219254079939	0.0181784622171328
MAPK8	-2.34029397715639	0.813519744215673	0.68438835877484	0.967015826238603	0.019268566143704
UCP2	2.32587077726507	1.01200957013867	1.00187985932398	1.02224169946217	0.0200254454194955
HBA2	2.19821542976315	1.01282360412848	1.00138199181981	1.02439594626182	0.0279337576366498
TMCO6	2.11394956445716	1.14072691265225	1.0096370116927	1.2888373486502	0.0345195752605082
C2CD2L	2.01049565972961	1.1703231345476	1.00396088691693	1.36425258902607	0.0443787551243792
SLC2A2	-1.99314162878571	0.00233574062286381	6.03467907583998e-06	0.904055408536675	0.0462459406885566
ELF1	-1.9865011032099	0.983267113122855	0.967032180818037	0.999774604120309	0.0469777104586953
MPHOSPH9	-1.94896877962175	0.794665375288273	0.630674782168924	1.00129746191898	0.0512991532341718
PSMB2	-1.89044454903961	0.982316430987532	0.964312661835162	1.00065633147626	0.0586985300944983
HMGCS2	1.87206893432173	1.00102935390783	0.999951697080039	1.00210817213596	0.06119706720457
LMO7	-1.84352048994227	0.972658228375475	0.944408868311218	1.0017525893401	0.0652530529003511
DOCK5	-1.8286344945202	0.901617036207002	0.806889345696431	1.00746562625271	0.0674543815898373
SLC25A15	-1.8230949303818	0.953166334863028	0.905260305282278	1.00360753323092	0.0682890142987706
NDFIP2	-1.80666259843074	0.987161396283964	0.97341972873291	1.00109705356166	0.0708149027019099
NLRX1	1.78248773513301	1.10274934198741	0.990309005940499	1.22795622776224	0.0746697295439396
HSPA1A	1.72992847838982	1.00575318180371	0.999237459551385	1.01231139109059	0.08364305444391
RBBP4	-1.71373820378901	0.953457538954182	0.902877401233589	1.00687122896918	0.0865768171719639
ELF5	1.70221905409044	1.08226022906831	0.988101586335068	1.18539148162627	0.0887143121880631
CAPS	1.67313869266155	1.01978152650486	0.996647600193467	1.04345243153016	0.0942999959879922
IFT88	-1.66749451121361	0.90759153174647	0.809832275383439	1.0171518393829	0.0954161149222738
KRT23	-1.65394136427893	0.992895351318606	0.984541476373189	1.00132010923674	0.0981394270519584
C19orf57	1.651913034911	1.11809293993246	0.979399268870034	1.27642715495298	0.0985522804421261
MYO5B	-1.56153281825344	0.972195019848349	0.938387068782418	1.00722099447119	0.118398086747243
PSMA3	-1.5544431603234	0.987288728623161	0.971491406866016	1.00334292900315	0.120078744845345
CUL4A	-1.52244978314604	0.982811755689242	0.961118305331547	1.00499485002293	0.127896418948005
MBNL2	-1.51501142139032	0.979455239177007	0.953501542380298	1.00611537885553	0.129769511748664
STOX1	-1.51467708528298	0.894328022731427	0.773988754448113	1.03337756220116	0.129854200170302
SLC30A2	-1.48084699630384	0.918088442852146	0.819899467847619	1.02803626780171	0.138647349891728
ZNF707	1.48031746103202	1.1234105057618	0.962996534410697	1.31054590474544	0.13878854554913
MIR200A	1.47362169489091	1.01778806094981	0.994197871232803	1.04193799542889	0.140583476752947
SH3BP2	-1.42242292381825	0.924762141720062	0.830276334874373	1.03000047434578	0.154903512206494
NOTUM	-1.41132429658746	0.997571203651899	0.994208015970519	1.00094576825964	0.158149013540612
WNT10A	1.34805245861716	1.03357882973399	0.985119946956589	1.08442144591084	0.177641510766514
SCT	1.33550882077576	1.02765190937015	0.987327082323164	1.06962369992648	0.181709870254943
GLB1L	1.33485303424318	1.10795229015965	0.953127087120035	1.28792717556605	0.18192445182265
HLA-DPA1	1.29854502267212	1.00304632828604	0.998451899018899	1.00766189906266	0.19410011573917
ENO1	-1.27169724168774	0.999112156696949	0.99774533910964	1.00048084669623	0.203480711025637
